"47",0.5321666667,0.4761666667,0.4361666667,0.4098333333,0.3831666667,0.3443333333,0.297,0.2565,0.1653333333,0.06483333333,0
"46",0.5243333333,0.4693333333,0.4293333333,0.4026666667,0.3773333333,0.3396666667,0.292,0.252,0.1636666667,0.06366666667,0
"45",0.5165,0.4625,0.4225,0.3955,0.3715,0.335,0.287,0.2475,0.162,0.0625,0
"44",0.5086666667,0.4556666667,0.4156666667,0.3883333333,0.3656666667,0.3303333333,0.282,0.243,0.1603333333,0.06133333333,0
"43",0.5008333333,0.4488333333,0.4088333333,0.3811666667,0.3598333333,0.3256666667,0.277,0.2385,0.1586666667,0.06016666667,0
"42",0.493,0.442,0.402,0.374,0.354,0.321,0.272,0.234,0.157,0.059,0
"41",0.4803333333,0.4325,0.3945,0.3666666667,0.3478333333,0.3158333333,0.267,0.2283333333,0.155,0.05783333333,0
"40",0.4676666667,0.423,0.387,0.3593333333,0.3416666667,0.3106666667,0.262,0.2226666667,0.153,0.05666666667,0
"39",0.455,0.4135,0.3795,0.352,0.3355,0.3055,0.257,0.217,0.151,0.0555,0
"38",0.4423333333,0.404,0.372,0.3446666667,0.3293333333,0.3003333333,0.252,0.2113333333,0.149,0.05433333333,0
"37",0.4296666667,0.3945,0.3645,0.3373333333,0.3231666667,0.2951666667,0.247,0.2056666667,0.147,0.05316666667,0
"36",0.417,0.385,0.357,0.33,0.317,0.29,0.242,0.2,0.145,0.052,0
"35",0.4078333333,0.3765,0.3491666667,0.3226666667,0.3096666667,0.2841666667,0.2375,0.195,0.1411666667,0.05066666667,0
"34",0.3986666667,0.368,0.3413333333,0.3153333333,0.3023333333,0.2783333333,0.233,0.19,0.1373333333,0.04933333333,0
"33",0.3895,0.3595,0.3335,0.308,0.295,0.2725,0.2285,0.185,0.1335,0.048,0
"32",0.3803333333,0.351,0.3256666667,0.3006666667,0.2876666667,0.2666666667,0.224,0.18,0.1296666667,0.04666666667,0
"31",0.3711666667,0.3425,0.3178333333,0.2933333333,0.2803333333,0.2608333333,0.2195,0.175,0.1258333333,0.04533333333,0
"30",0.362,0.334,0.31,0.286,0.273,0.255,0.215,0.17,0.122,0.044,0
"29",0.353,0.325,0.3018333333,0.2785,0.2648333333,0.247,0.2096666667,0.1653333333,0.1183333333,0.0425,0
"28",0.344,0.316,0.2936666667,0.271,0.2566666667,0.239,0.2043333333,0.1606666667,0.1146666667,0.041,0
